genome	test_name	ref_filename	assembly_filename	ref_length	assembly_length	overall_errors	overall_identity	overall_qscore	substitutions	insertions	deletions	repeat_errors	repeat_identity	repeat_qscore	non_repeat_errors	non_repeat_identity	non_repeat_qscore	repeat_percentage	repeat_error_balance	homopolymer_errors	non_homopolymer_errors	lowest_100_bp_identity	lowest_1000_bp_identity	prodigal_count	total_prodigal_length	mean_prodigal_length	total_mapq	total_alignment_score	ale_score	ale_place_avg	ale_insert_avg	ale_kmer_avg	ale_depth_score_avg
NC_011751.1	NextPolish-short+Polypolish-short+HyPo-short	reference_genomes/NC_011751.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_011751.1/nextpolish-short__polypolish-short__hypo-short.fasta.gz	5202090	5202072	18	99.999653985%	54.61	0	0	18	18	99.992517615%	41.26	0	100.000000000%	inf	4.62%	1.00000	13	5	95%	99.4%	4825	1527639	316.609	205469275	510916758	-3904343.786599	-2.020909	-0.281727	-0.059383	0.076394
NC_012587.1	NextPolish-short+Polypolish-short+HyPo-short	reference_genomes/NC_012587.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_012587.1/nextpolish-short__polypolish-short__hypo-short.fasta.gz	3925702	3925703	1	99.999974527%	65.94	0	1	0	1	99.999247113%	51.23	0	100.000000000%	inf	3.38%	1.00000	1	0	99%	99.9%	3625	1137197	313.710	154376397	385560203	-3479599.870539	-2.026772	-0.281806	-0.204714	0.087874
NC_013522.1	NextPolish-short+Polypolish-short+HyPo-short	reference_genomes/NC_013522.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_013522.1/nextpolish-short__polypolish-short__hypo-short.fasta.gz	1848474	1848474	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	2.40%		0	0	100%	100.0%	1763	573295	325.182	73212494	181543076	-1647317.390084	-2.042781	-0.284045	-0.205480	0.089908
NC_013172.1	NextPolish-short+Polypolish-short+HyPo-short	reference_genomes/NC_013172.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_013172.1/nextpolish-short__polypolish-short__hypo-short.fasta.gz	3614992	3614992	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	1.37%		0	0	100%	100.0%	3122	1084470	347.364	143568114	355042223	-3369787.929970	-2.028578	-0.282527	-0.252798	0.090994
NC_013853.1	NextPolish-short+Polypolish-short+HyPo-short	reference_genomes/NC_013853.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_013853.1/nextpolish-short__polypolish-short__hypo-short.fasta.gz	2146611	2146605	9	99.999580734%	53.78	3	0	6	9	99.995165293%	43.16	0	100.000000000%	inf	8.67%	1.00000	2	7	98%	99.7%	2051	627322	305.862	82169795	210823671	-1765935.856080	-2.039684	-0.283533	-0.115945	0.067686
NC_014121.1	NextPolish-short+Polypolish-short+HyPo-short	reference_genomes/NC_014121.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_014121.1/nextpolish-short__polypolish-short__hypo-short.fasta.gz	5314581	5314573	8	99.999849471%	58.22	0	0	8	8	99.996337416%	44.36	0	100.000000000%	inf	4.11%	1.00000	7	1	99%	99.9%	5113	1580500	309.114	208155873	521968756	-4067611.196375	-2.021850	-0.281727	-0.077967	0.080457
NC_014638.1	NextPolish-short+Polypolish-short+HyPo-short	reference_genomes/NC_014638.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_014638.1/nextpolish-short__polypolish-short__hypo-short.fasta.gz	2214656	2214656	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	1.72%		0	0	100%	100.0%	1830	630598	344.589	87937749	217511492	-1880644.972356	-2.047495	-0.283993	-0.162540	0.090518
NC_014644.1	NextPolish-short+Polypolish-short+HyPo-short	reference_genomes/NC_014644.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_014644.1/nextpolish-short__polypolish-short__hypo-short.fasta.gz	1667350	1667350	2	99.999880049%	59.21	0	1	1	2	99.996191129%	44.19	0	100.000000000%	inf	3.15%	1.00000	2	0	99%	99.9%	1299	482915	371.759	66252103	163756747	-1317654.903525	-2.047506	-0.284247	-0.100374	0.087352
NC_014923.1	NextPolish-short+Polypolish-short+HyPo-short	reference_genomes/NC_014923.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_014923.1/nextpolish-short__polypolish-short__hypo-short.fasta.gz	6264489	6264465	24	99.999616888%	54.17	0	0	24	24	99.969853412%	35.21	0	100.000000000%	inf	1.27%	1.00000	0	24	92%	99.2%	5990	1834475	306.256	249955586	615265292	-5500088.253727	-2.016705	-0.281545	-0.200021	0.088124
NC_016603.1	NextPolish-short+Polypolish-short+HyPo-short	reference_genomes/NC_016603.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_016603.1/nextpolish-short__polypolish-short__hypo-short.fasta.gz	3862530	3862530	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	2.06%		0	0	100%	100.0%	3581	1134012	316.675	154093400	379359131	-3177123.099736	-2.014709	-0.282534	-0.144374	0.087571
NC_015663.1	NextPolish-short+Polypolish-short+HyPo-short	reference_genomes/NC_015663.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_015663.1/nextpolish-short__polypolish-short__hypo-short.fasta.gz	5280350	5280343	8	99.999848495%	58.20	1	0	7	8	99.995184784%	43.17	0	100.000000000%	inf	3.15%	1.00000	7	1	97%	99.7%	4877	1550781	317.978	209313522	518605414	-4166494.534962	-2.012723	-0.281195	-0.105883	0.081465
NC_017384.1	NextPolish-short+Polypolish-short+HyPo-short	reference_genomes/NC_017384.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_017384.1/nextpolish-short__polypolish-short__hypo-short.fasta.gz	2766400	2766400	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	1.69%		0	0	100%	100.0%	2713	847792	312.492	109610635	271700277	-2436264.502022	-2.030842	-0.283424	-0.200970	0.091727
NC_014318.1	NextPolish-short+Polypolish-short+HyPo-short	reference_genomes/NC_014318.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_014318.1/nextpolish-short__polypolish-short__hypo-short.fasta.gz	10236715	10236715	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	2.17%		0	0	100%	100.0%	9513	3092331	325.064	407609779	1005405380	-9870659.388982	-2.013759	-0.281310	-0.290194	0.090981
NC_016845.1	NextPolish-short+Polypolish-short+HyPo-short	reference_genomes/NC_016845.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_016845.1/nextpolish-short__polypolish-short__hypo-short.fasta.gz	5333942	5333933	9	99.999831269%	57.73	0	0	9	9	99.994016514%	42.23	0	100.000000000%	inf	2.82%	1.00000	9	0	99%	99.9%	5054	1564520	309.561	210567422	523878017	-4381040.032416	-2.016959	-0.281529	-0.132016	0.076827
NC_017960.1	NextPolish-short+Polypolish-short+HyPo-short	reference_genomes/NC_017960.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_017960.1/nextpolish-short__polypolish-short__hypo-short.fasta.gz	2698137	2698130	15	99.999444062%	52.55	0	4	11	15	99.991877799%	40.90	0	100.000000000%	inf	6.84%	1.00000	12	3	97%	99.7%	2576	764636	296.831	104337774	264995167	-2357261.419410	-2.035867	-0.282876	-0.168401	0.067649
NC_017634.1	NextPolish-short+Polypolish-short+HyPo-short	reference_genomes/NC_017634.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_017634.1/nextpolish-short__polypolish-short__hypo-short.fasta.gz	4747819	4747819	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	2.22%		0	0	100%	100.0%	4389	1398880	318.724	188173065	466306740	-3506913.767338	-2.023177	-0.281644	-0.059711	0.089347
NC_018828.1	NextPolish-short+Polypolish-short+HyPo-short	reference_genomes/NC_018828.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_018828.1/nextpolish-short__polypolish-short__hypo-short.fasta.gz	4887379	4887382	4	99.999918157%	60.87	1	3	0	4	99.997329916%	45.73	0	100.000000000%	inf	3.07%	1.00000	0	4	96%	99.6%	4691	1475506	314.540	191897406	480013475	-4842578.035886	-2.020486	-0.281483	-0.311656	0.088145
NC_000117.1	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_000117.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000117.1/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	1042519	1042519	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	1.18%		0	0	100%	100.0%	897	312998	348.939	41309961	102391257	-835904.229320	-2.062414	-0.285052	-0.112394	0.093067
NC_000853.1	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_000853.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000853.1/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	1860725	1860725	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	1.89%		0	0	100%	100.0%	1866	591901	317.203	74255419	182753135	-1511818.598036	-2.017836	-0.284026	-0.132838	0.087634
NC_000907.1	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_000907.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000907.1/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	1830138	1830122	18	99.999016468%	50.07	0	1	17	6	99.992710308%	41.37	12	99.999313435%	51.63	4.50%	0.91392	0	18	96%	99.6%	1748	535585	306.399	71424659	179745296	-1591471.871424	-2.049570	-0.284498	-0.179110	0.087539
NC_000912.1	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_000912.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000912.1/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	816394	816394	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	11.35%		0	0	100%	100.0%	1402	213948	152.602	32501207	80181301	-700260.776211	-2.079067	-0.287896	-0.156013	0.087248
NC_000913.3	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_000913.3.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000913.3/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	4641652	4641649	3	99.999935368%	61.90	0	0	3	3	99.998242356%	47.55	0	100.000000000%	inf	3.68%	1.00000	3	0	98%	99.8%	4320	1357229	314.173	182846694	455884506	-3446448.921019	-2.024066	-0.281599	-0.059815	0.085865
NC_000915.1	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_000915.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000915.1/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	1667867	1667867	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	5.84%		0	0	100%	100.0%	1579	504904	319.762	64699427	163806451	-1564390.818294	-2.057358	-0.285102	-0.248540	0.091434
NC_000918.1	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_000918.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000918.1/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	1551335	1551335	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	2.08%		0	0	100%	100.0%	1707	496136	290.648	61518769	152362717	-1295621.161968	-2.051833	-0.285761	-0.147624	0.091701
NC_000922.1	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_000922.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000922.1/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	1230230	1230230	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	1.28%		0	0	100%	100.0%	1063	367342	345.571	49004603	120823220	-990097.810384	-2.052402	-0.284379	-0.116757	0.090873
NC_000962.3	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_000962.3.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000962.3/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	4411532	4411533	1	99.999977332%	66.45	0	1	0	1	99.999366134%	51.98	0	100.000000000%	inf	3.58%	1.00000	0	1	99%	99.9%	4083	1333252	326.537	174347795	433285072	-3940639.338379	-2.020218	-0.281718	-0.215268	0.089321
NC_000963.1	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_000963.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000963.1/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	1111523	1111523	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	0.51%		0	0	100%	100.0%	897	285538	318.326	44428619	109165297	-1126068.201942	-2.079024	-0.285306	-0.317599	0.092616
NC_000964.3	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_000964.3.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000964.3/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	4215606	4215602	10	99.999762786%	56.25	2	2	6	9	99.990618844%	40.28	1	99.999975726%	66.15	2.28%	0.99742	7	3	98%	99.7%	4228	1237127	292.603	166869817	414045567	-3359184.086170	-2.019377	-0.281835	-0.111543	0.081767
NC_001318.1	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_001318.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_001318.1/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	910724	910724	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	0.95%		0	0	100%	100.0%	825	282825	342.818	36195066	89447158	-976547.394609	-2.087819	-0.286507	-0.379822	0.098974
NC_002163.1	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_002163.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002163.1/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	1641481	1641481	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	3.18%		0	0	100%	100.0%	1658	513935	309.973	64460612	161221187	-1733505.769598	-2.037681	-0.281740	-0.370168	0.087246
NC_002516.2	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_002516.2.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002516.2/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	6264404	6264397	7	99.999888258%	59.52	0	0	7	7	99.995961740%	43.94	0	100.000000000%	inf	2.77%	1.00000	0	7	93%	99.3%	5681	1874479	329.956	248353152	615256910	-5732409.071739	-2.021112	-0.281266	-0.240954	0.093335
NC_002528.1	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_002528.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002528.1/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	640681	640681	0	100.000000000%	inf	0	0	0	0			0	100.000000000%	inf	0.00%		0	0	100%	100.0%	583	187413	321.463	25630080	62922739	-742581.112122	-2.099012	-0.288693	-0.455654	0.092502
NC_002662.1	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_002662.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002662.1/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	2365589	2365587	2	99.999915454%	60.73	0	0	2	2	99.998672490%	48.77	0	100.000000000%	inf	6.37%	1.00000	2	0	99%	99.9%	2384	680995	285.652	91734770	232334224	-2165319.875085	-2.032888	-0.283139	-0.226364	0.083027
NC_002677.1	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_002677.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002677.1/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	3268203	3268200	4	99.999877609%	59.12	1	0	3	1	99.999185873%	50.89	3	99.999904622%	60.21	3.76%	0.89513	0	4	97%	99.7%	3996	751070	187.955	128060719	320984612	-2501029.673818	-2.030257	-0.282646	-0.083103	0.088808
NC_002695.2	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_002695.2.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002695.2/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	5498578	5498572	9	99.999836321%	57.86	1	1	7	9	99.998328020%	47.77	0	100.000000000%	inf	9.79%	1.00000	6	3	98%	99.8%	5304	1608134	303.193	210332234	540042935	-4092737.629250	-2.021810	-0.281678	-0.057552	0.081053
NC_002696.2	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_002696.2.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002696.2/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	4016947	4016947	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	2.88%		0	0	100%	100.0%	3704	1193469	322.211	159148350	394513723	-3782711.374924	-2.027164	-0.281737	-0.259859	0.087803
NC_002737.2	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_002737.2.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002737.2/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	1852433	1852431	2	99.999892034%	59.67	0	0	2	2	99.997480442%	45.99	0	100.000000000%	inf	4.29%	1.00000	1	1	99%	99.9%	1779	529773	297.793	72360203	181932666	-1523609.387361	-2.036480	-0.283432	-0.139666	0.090507
NC_002929.2	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_002929.2.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002929.2/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	4086189	4086111	114	99.997210121%	45.54	16	10	88	114	99.968999247%	35.09	0	100.000000000%	inf	9.00%	1.00000	90	24	94%	99.4%	3974	1232734	310.200	154177233	401328207	-4649664.565935	-2.024510	-0.281849	-0.308031	-0.061075
NC_002932.3	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_002932.3.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002932.3/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	2154946	2154946	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	2.73%		0	0	100%	100.0%	2009	627589	312.389	85350935	211648759	-1677355.092501	-2.025837	-0.283663	-0.095164	0.086623
NC_002937.3	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_002937.3.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002937.3/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	3570858	3570858	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	3.52%		0	0	100%	100.0%	3153	1024299	324.865	141370710	350712276	-2901916.306062	-2.027242	-0.282234	-0.133319	0.090477
NC_002939.5	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_002939.5.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002939.5/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	3814128	3814126	2	99.999947563%	62.80	0	0	2	2	99.997741823%	46.46	0	100.000000000%	inf	2.32%	1.00000	2	0	99%	99.9%	3418	1155263	337.994	150718610	374608470	-3051156.661228	-2.024058	-0.282225	-0.117473	0.086286
NC_002942.5	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_002942.5.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002942.5/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	3397754	3397754	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	2.15%		0	0	100%	100.0%	3024	1003308	331.782	134574669	333704557	-2834872.658502	-2.023879	-0.282561	-0.158224	0.092720
NC_002946.2	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_002946.2.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002946.2/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	2153922	2153907	17	99.999210742%	51.03	0	1	16	8	99.996521240%	44.59	9	99.999532214%	53.30	10.68%	0.88147	3	14	95%	99.5%	2145	598016	278.795	82323005	211552898	-1757870.754206	-2.047281	-0.283423	-0.125007	0.085778
NC_002947.4	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_002947.4.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002947.4/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	6181873	6181873	2	99.999967647%	64.90	0	1	1	2	99.999204635%	50.99	0	100.000000000%	inf	4.07%	1.00000	2	0	99%	99.9%	5587	1827826	327.157	242978503	607150116	-5126377.418901	-2.022961	-0.281568	-0.149676	0.088601
NC_002967.9	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_002967.9.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002967.9/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	2843201	2843187	14	99.999507597%	53.08	0	0	14	14	99.989370264%	39.73	0	100.000000000%	inf	4.63%	1.00000	0	14	93%	99.3%	2578	869905	337.434	112487348	279244903	-2624155.210466	-2.032007	-0.282709	-0.245940	0.094550
NC_002971.4	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_002971.4.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_002971.4/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	1995488	1995477	13	99.999348531%	51.86	0	1	12	13	99.983154512%	37.74	0	100.000000000%	inf	3.87%	1.00000	11	2	99%	99.8%	2024	592284	292.630	78541771	195984938	-1736073.202897	-2.042708	-0.283595	-0.138291	0.043722
NC_003030.1	NextPolish-short+Polypolish-short+NextPolish-short	reference_genomes/NC_003030.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_003030.1/nextpolish-short__polypolish-short__nextpolish-short.fasta.gz	3940880	3940868	16	99.999593999%	53.91	4	0	12	16	99.987913582%	39.18	0	100.000000000%	inf	3.36%	1.00000	7	9	95%	99.5%	3718	1136196	305.593	155348214	387060319	-3754612.035386	-2.021635	-0.281791	-0.259346	0.074433
